# heldout_testset {"config": "configs/default.json", "seed": 20260604, "n": 1000, "columns": ["altitude_m", "velocity_mps", "gamma_deg", "chi_deg", "phi_deg", "lambda_deg"]}
idx,altitude_m,velocity_mps,gamma_deg,chi_deg,phi_deg,lambda_deg
765,120605.051660,7706.930730,-2.708444,45.251091,-0.006437,-0.101074
766,120522.050620,7887.005076,-2.219628,46.974713,-0.205063,0.019827
767,120211.171173,7729.450304,-2.824022,48.813971,0.258656,-0.019552
768,119413.404983,7797.922910,-2.641537,43.513079,0.019776,-0.078863
769,120960.287454,7875.563310,-2.824573,48.736950,-0.266590,-0.041015
770,119645.005165,7760.858143,-2.139795,43.795257,0.030756,0.162698
771,120628.534642,7704.203770,-2.310937,48.026063,0.129528,-0.299676
772,119100.047935,7753.238539,-2.504672,43.623597,0.051512,-0.269288
773,120658.210884,7770.385151,-2.596675,44.224419,-0.255906,-0.066683
774,120061.878495,7882.554646,-2.118033,43.113583,0.012461,-0.062026
775,120681.222060,7736.141606,-2.551566,45.870577,0.296076,-0.283126
776,119397.740800,7857.512122,-2.462892,45.670735,-0.082129,0.269670
777,120332.908349,7750.392531,-2.519885,43.693057,0.258254,0.107901
778,120370.822100,7719.383206,-2.251805,43.127887,0.160867,-0.164883
779,120487.639886,7880.246561,-2.605531,47.373432,-0.030039,0.127268
780,119474.054201,7832.490584,-2.692589,48.428539,-0.238955,0.211865
781,120718.564624,7778.802213,-2.833354,46.544907,-0.027062,-0.174795
782,120333.662164,7759.052044,-2.710252,43.386920,0.049781,0.201665
783,119654.504157,7749.038461,-2.859154,44.059511,-0.190944,0.147435
784,119400.978987,7777.038564,-2.301221,48.064270,-0.094376,-0.134145
785,119986.831419,7841.821902,-2.220825,44.718476,0.288234,0.290132
786,119974.842445,7886.229957,-2.672661,43.485647,0.056109,-0.093833
787,120436.658850,7730.088323,-2.309730,45.059832,-0.228412,-0.284243
788,120466.816198,7756.866591,-2.531022,45.299140,0.003798,0.133316
789,119771.138895,7875.944893,-2.121855,47.447798,-0.156915,-0.171519
790,120795.862540,7743.006424,-2.572799,48.559779,-0.133962,0.125124
791,120156.850091,7831.067444,-2.887600,47.121434,0.163503,0.159839
792,120822.852636,7882.670350,-2.701777,47.282730,-0.132464,0.171150
793,119106.064108,7864.662405,-2.161370,43.603582,0.167440,0.141385
794,119515.598142,7721.633319,-2.884076,44.515049,0.277183,-0.150589
795,120154.740103,7704.122384,-2.475148,45.280228,-0.151943,0.248764
796,120245.156505,7721.902363,-2.783589,45.554953,-0.068856,0.298994
797,120705.816952,7816.219898,-2.201725,46.755511,-0.087252,-0.005304
798,120539.965140,7790.467802,-2.487835,45.068218,-0.098591,-0.238237
799,119803.706921,7710.963625,-2.252055,46.177900,0.032120,0.148200
800,120432.287600,7803.256318,-2.557763,47.146827,-0.028391,-0.162014
801,119003.194330,7734.790674,-2.385715,48.407679,0.256977,0.091661
802,119014.840162,7755.830877,-2.646313,48.645205,0.209747,0.277092
803,119760.126881,7712.017584,-2.257325,45.739043,-0.232148,0.072659
804,119263.746300,7771.336934,-2.648420,43.906500,-0.133675,-0.193034
805,119562.125250,7829.859362,-2.796016,47.503124,-0.029728,-0.292049
806,119081.987030,7745.291886,-2.843457,44.614175,0.144038,0.040188
807,119615.384091,7750.276441,-2.878022,43.980312,-0.160324,-0.094210
808,119913.177694,7717.142570,-2.341197,48.544050,-0.257793,0.094744
809,119226.126188,7817.526079,-2.861920,46.173307,-0.024158,0.016145
810,120427.426476,7796.062942,-2.837588,44.240413,0.218610,-0.253660
811,119375.041136,7850.176761,-2.775566,43.538104,-0.239803,0.111171
812,119952.094674,7849.065984,-2.849046,46.392080,-0.153388,0.041385
813,120874.212266,7761.466153,-2.872531,43.035184,-0.023564,0.017094
814,120109.918984,7789.839124,-2.180287,43.987318,0.076730,-0.006061
815,119416.283517,7702.370802,-2.628481,44.862657,-0.239544,-0.090750
816,119382.920351,7768.003836,-2.640969,45.977839,0.203417,-0.238323
817,119692.480061,7837.387168,-2.242061,44.774040,0.292964,0.235536
818,120392.795117,7809.293644,-2.824513,47.464108,0.228899,-0.273014
819,119710.656967,7753.174857,-2.116949,46.555605,-0.198820,-0.090935
820,119604.263031,7893.789518,-2.866400,46.968234,0.254023,-0.243131
821,120421.183173,7747.475660,-2.825261,43.531427,-0.060306,0.088647
822,120634.748513,7730.606971,-2.612112,43.528385,-0.099222,-0.057069
823,119051.806444,7793.949198,-2.252073,45.660674,-0.103054,0.068483
824,119941.333346,7768.310526,-2.636385,45.460972,0.282939,-0.205661
825,119734.488776,7763.478929,-2.321555,46.389921,0.097898,0.244461
826,120825.592281,7734.105065,-2.284550,48.756524,-0.026942,-0.073842
827,119841.226113,7740.417537,-2.341012,46.088154,-0.272423,-0.228836
828,120107.603272,7875.683563,-2.840635,43.860871,-0.153320,-0.023082
829,119626.144579,7822.038309,-2.253931,46.692561,-0.220687,0.194312
830,120551.661907,7864.997611,-2.508955,44.513703,-0.216759,0.068468
831,120279.151985,7819.124019,-2.689877,43.686814,-0.009919,-0.218656
832,120013.849259,7804.407393,-2.639589,47.589018,0.242266,0.065699
833,119796.287011,7816.317164,-2.590206,48.294384,0.266585,-0.119460
834,120433.461406,7839.149532,-2.428194,43.472052,-0.100560,-0.092724
835,119262.834849,7815.706497,-2.707167,43.909005,0.181673,-0.084248
836,119172.766571,7729.102848,-2.764730,47.313370,-0.068788,-0.254346
837,119177.055345,7791.365626,-2.226481,45.425213,0.236326,0.124983
838,119380.368497,7788.835954,-2.449441,47.139606,-0.003771,-0.169764
839,120350.930548,7725.438895,-2.663211,43.432278,0.114327,-0.096517
840,119911.778142,7736.911122,-2.258580,45.498265,-0.110982,0.095049
841,120190.736833,7811.533851,-2.523310,48.119287,-0.246872,0.144738
842,120138.766958,7727.536861,-2.649588,43.764956,-0.250945,0.224087
843,119159.240439,7851.886379,-2.381920,47.652099,-0.154799,0.044312
844,120240.914078,7810.065290,-2.504737,45.820100,-0.041569,-0.136415
845,119226.588567,7785.730285,-2.178837,48.063520,0.178014,0.182892
846,120085.438425,7762.435903,-2.801762,45.536433,0.074182,0.112307
847,119234.209302,7701.796792,-2.105994,45.683665,0.178783,-0.216841
848,119027.516083,7807.660163,-2.434686,48.678450,-0.129037,-0.114679
849,119790.029903,7864.181387,-2.857934,47.140584,-0.270327,-0.116595
850,119102.798889,7807.350538,-2.720575,44.069513,0.165284,0.049141
851,119755.044273,7743.066516,-2.142938,47.011238,-0.013930,-0.011796
852,120694.334573,7870.762209,-2.590489,45.168152,0.251374,-0.239100
853,120830.433233,7781.904473,-2.485837,48.828870,0.115099,-0.003589
854,120491.786816,7837.897525,-2.203325,44.353784,-0.236179,0.010487
855,120511.923685,7891.557312,-2.218139,43.018635,-0.083323,-0.278514
856,119103.291170,7735.428688,-2.824904,46.323991,0.094458,0.177992
857,119431.312953,7786.653261,-2.526177,43.543970,0.164215,0.133438
858,119994.193418,7876.860107,-2.307714,46.196143,0.228294,-0.005823
859,119317.590577,7807.673839,-2.167055,47.149204,0.095461,0.041112
860,119255.881171,7865.952344,-2.701422,48.190513,0.069310,-0.064843
861,120433.932019,7705.289628,-2.104088,48.693720,-0.117609,0.015770
862,120541.981616,7809.804271,-2.818355,47.343615,0.283555,-0.223391
863,119134.911604,7761.043179,-2.693842,45.097546,-0.060597,0.014068
864,120088.535869,7811.819839,-2.897946,45.719417,0.105930,0.102122
865,119289.761647,7857.099769,-2.684295,47.153190,0.198207,0.048963
866,119949.928064,7807.611693,-2.148810,47.902712,0.191667,-0.089362
867,120507.779321,7854.433712,-2.507441,44.541698,0.138458,-0.037656
868,119153.568752,7850.988473,-2.705656,48.906076,0.239499,-0.224070
869,119710.664504,7775.279214,-2.793269,44.304922,0.052601,-0.173849
870,119416.815766,7755.482147,-2.841867,47.921728,-0.296871,-0.115774
871,119420.180284,7728.947789,-2.164394,45.441940,-0.098350,0.007793
872,120315.087784,7718.332697,-2.357279,46.823201,0.192650,-0.239071
873,120518.629691,7705.708067,-2.531422,45.476701,0.188954,-0.041132
874,120675.324684,7872.813338,-2.758752,44.760101,0.087145,0.083164
875,120721.158300,7754.961480,-2.435087,46.157900,-0.182736,0.164274
876,119849.166267,7798.972992,-2.779865,43.414002,0.212274,0.195206
877,119236.982463,7881.748287,-2.276103,43.671019,-0.016047,0.143275
878,119032.963794,7751.690340,-2.343634,47.551153,0.222849,-0.203331
879,120794.713325,7708.989587,-2.501426,47.525395,0.092670,0.196559
880,120677.471088,7704.747497,-2.332394,47.270948,0.183374,0.101475
881,120752.496030,7702.763850,-2.539748,47.632864,0.254233,0.083568
882,119755.111752,7836.200010,-2.345012,44.023985,0.122856,-0.101558
883,120465.272573,7867.548347,-2.114784,46.564362,-0.023582,0.086318
884,119637.146945,7820.364950,-2.374320,45.683896,-0.139989,-0.264871
885,120616.896679,7895.192188,-2.605913,48.145083,-0.232919,-0.023312
886,120306.649552,7812.828172,-2.494121,46.567243,0.060246,-0.015297
887,120099.114589,7725.145495,-2.461553,48.473484,-0.090101,0.012414
888,120814.554135,7723.135065,-2.751519,44.403656,0.070050,0.054903
889,119354.963677,7791.895007,-2.470723,47.550403,0.108897,-0.270272
890,119590.711039,7852.525781,-2.227848,44.413601,0.086163,-0.007473
891,119846.342427,7738.789419,-2.605191,48.899078,-0.104583,0.018149
892,119071.288024,7779.605569,-2.594457,44.203641,0.241265,-0.197975
893,119162.496749,7762.894793,-2.205016,44.196329,-0.163430,-0.206541
894,119449.826159,7727.007194,-2.404206,44.556975,-0.083977,0.204768
895,120306.568204,7781.323042,-2.732934,47.118284,-0.140766,0.145747
896,120939.418407,7703.492248,-2.850160,45.228580,0.031194,-0.141959
897,119033.036291,7751.337163,-2.548623,46.972147,-0.077795,-0.294878
898,120013.846480,7790.491057,-2.455105,45.293164,-0.247002,-0.131584
899,119046.296181,7871.892209,-2.251525,43.667576,-0.205176,0.212480
900,119689.534976,7882.206698,-2.663833,48.825014,0.185825,0.018573
901,120339.242060,7809.745704,-2.591714,46.019553,0.247399,0.130748
902,120038.050976,7794.178792,-2.231897,47.143092,0.096726,0.068033
903,119906.503033,7851.949079,-2.327746,46.453756,0.260397,0.095053
904,119752.526998,7806.340935,-2.686163,45.934753,0.065125,0.254335
905,120210.093507,7771.383216,-2.114682,47.789177,-0.282938,-0.204754
906,120241.851195,7829.109071,-2.380735,48.788921,0.128137,-0.266724
907,119166.293046,7872.194065,-2.268445,44.535412,-0.251218,-0.077501
908,120102.869678,7753.029076,-2.377068,44.978329,0.160786,0.074787
909,119845.775617,7701.086022,-2.658220,48.527511,-0.291514,0.186075
910,119735.027816,7798.114496,-2.253720,47.116328,0.290757,-0.291503
911,119484.357285,7827.348541,-2.206907,45.597192,-0.143078,0.022170
912,120492.857080,7860.132296,-2.226963,48.476987,0.126554,0.033811
913,120480.885050,7847.808317,-2.157123,48.801008,-0.096197,-0.115190
914,119256.694983,7838.124443,-2.865817,48.464971,0.025755,0.261910
915,120864.591833,7826.804306,-2.514971,48.323719,0.246592,0.248995
916,120545.142303,7719.163288,-2.145821,45.176942,-0.103672,-0.113101
917,120585.436243,7894.651300,-2.694587,46.385720,-0.135863,0.148144
918,119665.621881,7812.345454,-2.103123,45.025967,-0.227818,0.256512
919,119941.796136,7770.024228,-2.464695,46.964442,-0.063073,-0.073409
920,119149.361138,7731.560312,-2.529877,44.581092,0.202575,-0.189199
921,119353.260828,7711.699090,-2.412009,47.310754,0.171647,-0.263230
922,120268.031685,7812.329280,-2.176009,48.158429,0.152794,0.271352
923,120017.966083,7714.696065,-2.863305,48.461936,0.200210,-0.060333
924,119286.454986,7748.604730,-2.403461,44.235253,0.126858,0.137499
925,120862.976823,7739.889501,-2.847339,44.919702,-0.258072,-0.238536
926,119597.295826,7898.930247,-2.190247,46.415968,0.252607,0.214607
927,120864.560280,7712.678897,-2.797236,48.128705,0.293656,-0.102019
928,120953.106164,7709.536903,-2.383960,44.039518,0.126910,0.146248
929,120591.690407,7725.685023,-2.509202,43.658488,0.250101,0.025402
930,120976.841157,7880.317422,-2.193013,46.005532,0.227514,-0.290930
931,119819.082864,7842.657814,-2.557641,47.357971,0.106536,0.161050
932,119956.400167,7771.626729,-2.723168,44.814547,-0.151699,0.154866
933,120177.712455,7746.755160,-2.683300,48.691374,-0.091980,-0.149810
934,120884.304064,7834.540450,-2.740854,48.440269,-0.174482,-0.136503
935,119130.171508,7795.519454,-2.855701,47.517891,-0.220620,0.161482
936,119103.624734,7718.655104,-2.767963,43.620248,-0.111165,0.247781
937,120640.484822,7759.141939,-2.556709,48.288322,0.224475,0.027322
938,120238.734638,7823.654009,-2.690982,47.665170,0.006069,-0.263273
939,119971.398424,7877.971427,-2.409127,47.380580,0.140981,0.285115
940,119235.150009,7751.503016,-2.375630,44.845426,-0.291216,0.035203
941,119960.272822,7738.959811,-2.675302,44.143514,-0.201882,0.144251
942,119222.017208,7875.668202,-2.844419,45.860701,0.053364,-0.070629
943,119588.671839,7752.560869,-2.641836,48.192696,-0.049730,0.267323
944,120831.547620,7759.183982,-2.403951,48.198309,0.117317,0.031502
945,120208.554659,7766.993250,-2.620772,46.582236,0.027620,0.249919
946,119890.788633,7776.925761,-2.670174,45.176478,-0.271862,-0.215486
947,119500.482261,7787.373125,-2.701373,45.652218,-0.286350,-0.249041
948,120446.336796,7819.143873,-2.642608,44.403144,0.231687,0.167330
949,119092.531900,7711.251461,-2.717960,48.867346,0.293249,0.153738
950,119470.776828,7796.156766,-2.443265,46.363393,0.136733,-0.034453
951,119938.494962,7738.993940,-2.339455,48.763753,0.165387,-0.001711
952,119867.466390,7716.227067,-2.269395,45.384972,0.221982,-0.009259
953,119948.694113,7714.011701,-2.570985,44.769859,-0.125788,0.122831
954,120989.671282,7739.081256,-2.516816,44.258952,-0.180010,-0.135673
955,120013.603944,7721.883113,-2.401605,46.425721,-0.174595,0.148951
956,119428.713031,7753.880234,-2.428091,45.664186,0.222843,0.240129
957,120080.970570,7745.956482,-2.877734,46.412534,0.255807,-0.178541
958,120706.441752,7794.285339,-2.570453,47.172593,0.064452,0.062930
959,119279.851253,7772.159479,-2.224887,45.881946,0.051396,-0.046743
960,120459.541859,7725.637642,-2.468998,43.974134,-0.078525,-0.164788
961,119976.500326,7812.882799,-2.422607,45.143924,-0.028840,0.055063
962,119855.252621,7791.716788,-2.853429,44.990902,0.264307,0.010909
963,120415.400804,7873.433426,-2.764546,46.864613,0.077823,0.258366
964,119524.268203,7889.173699,-2.257966,46.928724,0.296235,0.072608
965,119524.585775,7796.316390,-2.850137,47.410949,-0.109294,0.260920
966,119075.317805,7700.523947,-2.555049,45.514162,-0.032946,0.068445
967,120056.531154,7732.073183,-2.527636,47.387604,0.079790,-0.258034
968,120972.004359,7754.130105,-2.767450,46.424801,0.180063,0.168525
969,119867.532908,7892.857805,-2.290575,47.905525,-0.257319,-0.131258
970,120732.327440,7848.612682,-2.352399,45.303548,0.185048,-0.191876
971,119451.089617,7861.120961,-2.310200,45.738733,-0.013444,0.019382
972,120363.591327,7780.734050,-2.221705,43.923709,0.013312,0.153463
973,120534.949292,7794.162620,-2.419622,45.947402,0.046190,-0.190791
974,119983.981368,7804.938213,-2.570380,43.810615,-0.107799,-0.082912
975,119660.433071,7744.747798,-2.461517,43.441543,0.118969,-0.237709
976,119339.114302,7860.071670,-2.672598,48.715276,0.059069,0.167760
977,119375.455770,7754.764311,-2.182451,45.105500,-0.283950,-0.102251
978,119591.756888,7850.564181,-2.698966,46.060299,-0.064223,0.030890
979,120688.714209,7772.958636,-2.111807,45.176646,-0.203361,-0.273552
980,119208.299229,7827.697357,-2.349395,46.791076,0.146373,-0.088497
981,120874.988356,7712.932675,-2.828957,43.540008,-0.110440,-0.093141
982,120950.882813,7828.719389,-2.609201,45.845391,-0.052472,-0.131394
983,120023.319221,7838.710246,-2.442336,43.111614,0.155477,-0.271478
984,119950.463127,7812.867843,-2.440227,45.029967,0.089002,-0.198192
985,120257.335066,7819.651535,-2.281013,44.041963,-0.186719,-0.112407
986,120614.336861,7813.015783,-2.182381,47.296388,-0.123023,-0.042882
987,119368.610424,7847.810403,-2.881107,47.551514,0.165053,-0.268553
988,120243.407429,7791.771152,-2.434190,46.207966,-0.121432,0.140961
989,120734.170164,7742.034562,-2.515482,46.741327,-0.003261,0.178248
990,119724.489877,7861.200024,-2.101110,44.371485,0.056413,-0.247158
991,119748.282746,7710.836695,-2.582384,46.751439,-0.273249,0.009997
992,119424.889878,7802.071687,-2.176738,48.033129,0.060615,0.257372
993,120798.335297,7864.705913,-2.358980,43.316846,-0.147220,-0.055955
994,119808.002144,7792.102770,-2.309923,44.340399,0.082081,-0.261959
995,120933.660079,7788.887784,-2.245325,48.605325,0.295346,0.175663
996,120991.051338,7889.784048,-2.828004,47.059600,0.095578,-0.138509
997,119674.056120,7877.227825,-2.229881,47.084752,-0.006240,-0.034050
998,119227.014475,7823.033291,-2.480426,44.510499,-0.002478,0.069141
999,119842.133117,7830.230883,-2.632288,46.012013,-0.026122,-0.122325
